	AfumigatusA1163.aa	AfumigatusAf293.aa	CneoformansH99.aa	Foxysporum4287.aa	Moryzae70-15.aa	NcrassaOR74A.aa	Spombe972h.aa	Umaydis521.aa	YlipolyticaCLIB122.aa	Total
OG0001932	1	1	1	2	1	1	1	1	1	10
OG0001933	1	1	1	1	1	2	1	1	1	10
OG0001934	1	1	2	1	1	1	1	1	1	10
OG0001935	1	1	1	1	1	1	2	1	1	10
OG0001936	2	2	0	3	2	1	0	0	0	10
OG0001937	1	1	1	2	1	1	1	1	1	10
OG0001938	1	1	1	2	1	1	1	1	1	10
OG0001939	1	1	1	2	1	1	1	1	1	10
OG0001940	1	1	1	2	1	1	1	1	1	10
OG0001941	1	1	1	2	1	1	1	1	1	10
OG0001942	1	1	1	3	1	1	0	1	1	10
OG0001943	1	1	1	2	1	1	1	1	1	10
OG0001944	1	1	1	2	1	1	1	1	1	10
OG0001945	1	1	1	1	1	2	0	1	2	10
OG0001946	1	1	1	2	1	1	1	1	1	10
OG0001947	1	1	1	2	1	1	1	1	1	10
OG0001948	1	1	1	5	1	0	0	0	1	10
OG0001949	1	1	1	1	1	1	2	1	1	10
OG0001950	1	1	1	2	1	1	1	1	1	10
OG0001951	2	2	0	2	1	2	0	1	0	10
OG0001952	1	1	2	1	1	2	0	1	1	10
OG0001953	1	1	1	2	0	3	0	1	1	10
OG0001954	1	1	1	3	1	1	1	0	1	10
OG0001955	4	4	0	1	1	0	0	0	0	10
OG0001956	2	1	1	1	1	1	1	1	1	10
OG0001957	2	2	1	2	1	0	0	1	1	10
OG0001958	2	2	0	5	1	0	0	0	0	10
OG0001959	2	2	0	1	4	0	0	1	0	10
OG0001960	1	1	1	3	1	1	0	1	1	10
OG0001961	1	1	0	4	3	1	0	0	0	10
OG0001962	1	1	1	2	1	1	1	1	1	10
OG0001963	1	1	1	1	1	2	1	1	1	10
OG0001964	1	1	0	1	3	2	1	0	1	10
OG0001965	1	1	1	2	1	1	1	1	1	10
OG0001966	1	1	1	1	1	2	1	1	1	10
OG0001967	1	1	1	2	1	1	1	1	1	10
OG0001968	1	1	1	2	1	1	1	1	1	10
OG0001969	1	1	2	1	1	1	1	1	1	10
OG0001970	1	1	1	2	1	1	1	1	1	10
OG0001971	1	1	1	2	1	1	1	1	1	10
OG0001972	1	1	1	2	1	1	1	1	1	10
OG0001973	1	1	0	4	1	1	1	0	1	10
OG0001974	1	1	1	2	1	1	1	1	1	10
OG0001975	1	1	1	3	0	1	1	1	1	10
OG0001976	1	1	2	1	1	1	1	1	1	10
OG0001977	1	1	1	2	1	1	1	1	1	10
OG0001978	1	1	1	2	1	1	1	1	1	10
OG0001979	1	1	1	2	1	1	1	1	1	10
OG0001980	1	1	1	2	1	1	1	1	1	10
OG0001981	1	1	1	1	1	1	1	1	2	10
OG0001982	1	1	1	1	1	1	1	1	2	10
OG0001983	1	1	1	2	1	1	1	1	1	10
OG0001984	1	1	1	1	1	1	1	2	1	10
OG0001985	1	1	1	1	1	2	1	1	1	10
OG0001986	1	1	1	1	1	1	2	1	1	10
OG0001987	1	1	1	2	1	1	1	1	1	10
OG0001988	1	1	1	3	1	1	1	0	1	10
OG0001989	1	1	1	2	1	1	0	2	1	10
OG0001990	1	1	0	1	4	2	0	0	1	10
OG0001991	1	1	1	2	1	1	1	1	1	10
OG0001992	1	1	1	2	1	1	1	1	1	10
OG0001993	1	1	1	1	1	1	2	1	1	10
OG0001994	1	1	1	2	1	1	1	1	1	10
OG0001995	1	1	1	1	1	2	1	1	1	10
OG0001996	1	1	1	2	1	1	1	1	1	10
OG0001997	1	1	1	2	1	1	1	1	1	10
OG0001998	1	1	1	2	1	1	1	1	1	10
OG0001999	1	1	1	2	1	1	1	1	1	10
OG0002000	1	1	1	1	1	1	2	1	1	10
OG0002001	1	1	1	2	1	1	1	1	1	10
OG0002002	1	1	1	1	1	1	2	1	1	10
OG0002003	2	2	0	3	1	1	0	0	1	10
OG0002004	1	1	1	3	1	1	0	1	1	10
OG0002005	1	1	1	2	1	1	1	1	1	10
OG0002006	1	1	1	1	1	2	1	1	1	10
OG0002007	1	1	1	1	1	1	2	1	1	10
OG0002008	1	1	1	2	1	1	1	1	1	10
OG0002009	1	1	0	3	1	1	1	1	1	10
OG0002010	1	1	1	2	1	1	1	1	1	10
OG0002011	1	1	1	1	1	1	1	1	2	10
OG0002012	1	1	1	1	1	2	1	1	1	10
OG0002013	1	1	1	2	1	1	1	1	1	10
OG0002014	1	1	1	1	1	1	2	1	1	10
OG0002015	2	2	1	1	1	1	1	0	1	10
OG0002016	1	1	1	2	1	1	1	1	1	10
OG0002017	1	1	1	2	1	1	1	1	1	10
OG0002018	1	1	1	2	1	1	1	1	1	10
OG0002019	1	1	1	1	1	1	2	1	1	10
OG0002020	1	1	1	2	1	1	1	1	1	10
OG0002021	1	1	1	1	1	2	1	1	1	10
OG0002022	1	1	1	2	1	1	1	1	1	10
OG0002023	1	1	1	1	1	1	2	1	1	10
OG0002024	2	1	1	1	1	1	1	1	1	10
OG0002025	1	1	1	1	1	2	1	1	1	10
OG0002026	1	1	0	4	1	3	0	0	0	10
OG0002027	1	1	1	2	1	1	1	1	1	10
OG0002028	1	1	1	1	2	1	1	1	1	10
OG0002029	1	1	1	2	1	2	0	1	1	10
OG0002030	1	1	1	3	1	1	0	1	1	10
OG0002031	1	1	1	2	1	1	1	1	1	10
OG0002032	1	1	2	1	1	1	1	1	1	10
OG0002033	1	1	1	3	1	1	0	1	1	10
OG0002034	1	1	1	2	1	1	1	1	1	10
OG0002035	1	1	1	1	1	2	1	1	1	10
OG0002036	3	3	0	2	1	1	0	0	0	10
OG0002037	1	1	1	2	1	1	1	1	1	10
OG0002038	1	1	1	2	1	1	1	1	1	10
OG0002039	1	1	1	2	1	1	1	1	1	10
OG0002040	1	1	1	2	1	1	1	1	1	10
OG0002041	1	1	1	1	1	1	1	1	2	10
OG0002042	1	1	1	1	1	1	2	1	1	10
OG0002043	1	1	1	1	1	1	1	1	2	10
OG0002044	1	1	1	1	1	2	1	1	1	10
OG0002045	1	1	1	1	1	1	2	1	1	10
OG0002046	1	1	1	3	1	1	0	0	2	10
OG0002047	1	1	1	2	1	1	1	1	1	10
OG0002048	1	1	0	3	1	2	1	0	1	10
OG0002049	1	1	2	1	1	1	1	1	1	10
OG0002050	1	1	1	2	1	1	1	1	1	10
OG0002051	2	2	0	4	2	0	0	0	0	10
OG0002052	1	1	1	1	1	2	1	1	1	10
OG0002053	1	1	1	2	1	1	1	1	1	10
OG0002054	1	1	1	2	1	1	1	1	1	10
OG0002055	1	1	1	1	1	2	1	1	1	10
OG0002056	1	1	2	1	1	1	1	1	1	10
OG0002057	1	1	1	2	1	1	1	1	1	10
OG0002058	1	1	2	1	1	1	1	1	1	10
OG0002059	1	1	1	2	1	1	1	1	1	10
OG0002060	1	1	1	2	1	1	1	1	1	10
OG0002061	1	1	1	2	1	1	1	1	1	10
OG0002062	1	1	1	1	1	2	1	1	1	10
OG0002063	1	1	2	1	1	1	1	1	1	10
OG0002064	1	1	1	2	1	1	1	1	1	10
OG0002065	1	1	2	1	1	1	1	1	1	10
OG0002066	1	1	1	2	1	1	1	1	1	10
OG0002067	1	1	0	1	3	1	1	1	1	10
OG0002068	1	1	1	1	2	1	1	1	1	10
OG0002069	1	1	1	2	1	1	0	1	2	10
OG0002070	1	1	1	2	1	1	1	1	1	10
OG0002071	2	2	0	4	1	1	0	0	0	10
OG0002072	1	1	1	2	1	1	1	1	1	10
OG0002073	1	1	1	1	1	2	1	1	1	10
OG0002074	1	1	1	1	1	1	2	1	1	10
OG0002075	1	1	0	6	1	1	0	0	0	10
OG0002076	3	3	0	2	0	1	0	0	1	10
OG0002077	1	1	1	2	1	1	1	1	1	10
OG0002078	1	1	0	5	2	1	0	0	0	10
OG0002079	1	1	1	2	1	1	1	1	1	10
OG0002080	3	3	1	0	0	0	0	3	0	10
OG0002081	1	1	1	2	1	2	1	1	0	10
OG0002082	1	1	1	2	1	1	1	1	1	10
OG0002083	1	1	1	1	2	1	1	1	1	10
OG0002084	1	1	1	1	1	2	1	1	1	10
OG0002085	1	1	2	1	1	1	1	1	1	10
OG0002086	1	1	1	2	1	1	1	1	1	10
OG0002087	1	1	2	1	1	1	1	1	1	10
OG0002088	1	1	1	2	1	1	1	1	1	10
OG0002089	1	1	0	6	1	1	0	0	0	10
OG0002090	1	1	1	3	1	1	0	1	1	10
OG0002091	1	1	0	6	1	1	0	0	0	10
OG0002092	1	1	1	2	1	1	1	1	1	10
OG0002093	1	1	1	1	1	2	1	1	1	10
OG0002094	1	1	2	2	1	1	0	1	1	10
OG0002095	1	1	1	5	1	1	0	0	0	10
OG0002096	1	1	1	1	1	1	1	1	2	10
OG0002097	1	1	1	2	1	1	1	1	1	10
OG0002098	1	1	1	2	1	1	1	1	1	10
OG0002099	1	1	1	2	1	1	1	1	1	10
OG0002100	1	1	1	1	1	1	2	1	1	10
OG0002101	1	1	1	2	1	1	1	1	1	10
OG0002102	1	1	1	1	1	2	1	1	1	10
OG0002103	2	1	1	1	1	1	1	1	1	10
OG0002104	1	1	0	4	0	0	1	1	2	10
OG0002105	1	1	1	1	1	1	2	1	1	10
OG0002106	1	1	1	1	1	1	2	1	1	10
OG0002107	1	1	1	1	1	2	1	1	1	10
OG0002108	1	1	1	1	1	2	1	1	1	10
OG0002109	1	1	1	1	1	1	2	1	1	10
OG0002110	1	1	2	3	1	1	0	1	0	10
OG0002111	1	1	0	3	1	2	0	1	1	10
OG0002112	1	1	1	1	1	1	2	1	1	10
OG0002113	1	1	2	1	1	1	1	1	1	10
OG0002114	1	1	1	2	1	1	1	1	1	10
OG0002115	1	1	3	1	1	1	0	1	1	10
OG0002116	2	2	1	1	1	1	0	1	1	10
OG0002117	1	1	1	2	1	1	1	1	1	10
OG0002118	1	1	1	2	1	1	1	1	1	10
OG0002119	1	1	1	1	1	1	1	2	1	10
OG0002120	1	1	1	2	1	1	1	1	1	10
OG0002121	1	1	2	1	1	1	1	1	1	10
OG0002122	1	1	3	1	1	1	0	1	1	10
OG0002123	1	1	1	3	1	2	0	1	0	10
OG0002124	1	1	1	1	1	2	1	1	1	10
OG0002125	1	1	1	1	1	1	2	1	1	10
OG0002126	1	1	1	1	1	1	1	1	2	10
OG0002127	1	1	1	2	1	1	1	1	1	10
OG0002128	1	1	1	1	1	1	2	1	1	10
OG0002129	1	1	1	2	1	1	1	1	1	10
OG0002130	1	1	1	2	1	1	1	1	1	10
OG0002131	1	1	1	2	1	1	1	1	1	10
OG0002132	1	1	2	1	1	1	1	1	1	10
OG0002133	1	1	2	1	1	2	1	0	1	10
OG0002134	1	1	2	1	1	1	1	1	1	10
OG0002135	1	1	0	1	2	2	1	1	1	10
OG0002136	1	1	1	2	1	1	0	2	1	10
OG0002137	1	1	1	1	1	2	1	1	1	10
OG0002138	1	1	0	3	1	1	1	1	1	10
OG0002139	1	1	1	2	1	1	1	1	1	10
OG0002140	1	1	0	1	1	4	1	0	1	10
OG0002141	1	1	1	2	1	1	1	1	1	10
OG0002142	1	1	1	2	1	1	1	1	1	10
OG0002143	1	1	1	2	1	1	1	1	1	10
OG0002144	1	1	1	2	1	1	1	1	1	10
OG0002145	1	1	1	2	1	1	1	1	1	10
OG0002146	1	1	1	2	1	1	1	1	1	10
OG0002147	1	1	2	1	1	1	1	1	1	10
OG0002148	1	1	1	1	1	2	1	1	1	10
OG0002149	1	1	0	5	1	1	0	0	1	10
OG0002150	1	1	1	2	1	1	1	1	1	10
OG0002151	1	1	1	1	1	2	1	1	1	10
OG0002152	1	1	2	1	1	1	1	1	1	10
OG0002153	1	2	1	1	1	1	1	1	1	10
OG0002154	1	1	1	0	1	2	1	1	2	10
OG0002155	1	1	1	2	1	1	1	1	1	10
OG0002156	1	1	1	3	1	1	0	1	1	10
OG0002157	1	1	1	1	1	2	1	1	1	10
OG0002158	1	1	1	2	1	1	1	1	1	10
OG0002159	1	1	1	1	1	1	2	1	1	10
OG0002160	1	1	1	1	1	2	1	1	1	10
OG0002161	1	1	1	1	1	1	2	1	1	10
OG0002162	1	1	1	2	1	1	1	1	1	10
OG0002163	1	1	1	2	1	1	1	1	1	10
OG0002164	1	1	2	1	1	1	1	1	1	10
OG0002165	1	1	1	2	1	1	1	1	1	10
OG0002166	1	1	1	2	1	1	1	1	1	10
OG0002167	1	1	1	2	1	1	1	1	1	10
OG0002168	1	1	0	3	1	1	2	0	1	10
OG0002169	1	1	1	1	1	2	1	1	1	10
OG0002170	1	1	0	7	0	0	0	1	0	10
OG0002171	1	1	1	1	1	1	2	1	1	10
OG0002172	1	1	1	1	1	1	2	1	1	10
OG0002173	1	1	0	4	1	2	1	0	0	10
OG0002174	1	1	0	5	2	1	0	0	0	10
OG0002175	1	1	1	3	1	1	0	1	1	10
OG0002176	1	1	1	1	1	1	2	1	1	10
OG0002177	1	1	1	2	1	1	1	1	1	10
OG0002178	1	1	1	2	1	1	1	1	1	10
OG0002179	1	2	1	1	1	1	1	1	1	10
OG0002180	1	1	0	4	1	1	0	1	1	10
OG0002181	1	1	1	1	1	2	1	1	1	10
OG0002182	1	1	1	2	1	1	1	1	1	10
OG0002183	1	1	1	2	1	1	1	1	1	10
OG0002184	1	1	1	2	1	1	1	1	1	10
OG0002185	1	1	1	1	1	2	1	1	1	10
OG0002186	1	1	1	2	1	1	1	1	1	10
OG0002187	1	1	2	2	1	1	0	1	1	10
OG0002188	1	1	1	1	1	2	1	1	1	10
OG0002189	1	1	2	1	1	1	1	1	1	10
OG0002190	1	1	1	2	1	2	1	1	0	10
OG0002191	1	1	0	3	1	1	1	1	1	10
OG0002192	1	1	1	2	1	1	1	1	1	10
OG0002193	1	1	1	1	1	1	1	1	2	10
OG0002194	1	1	1	1	1	1	2	1	1	10
OG0002195	1	1	1	2	1	1	1	1	1	10
OG0002196	1	1	1	1	1	1	2	1	1	10
OG0002197	1	1	1	2	1	1	1	1	1	10
OG0002198	1	1	2	1	1	1	1	1	1	10
OG0002199	1	1	1	1	1	1	1	1	2	10
OG0002200	1	1	1	2	1	1	1	1	1	10
OG0002201	1	1	1	1	1	1	2	1	1	10
OG0002202	1	1	3	1	1	1	0	1	1	10
OG0002203	1	1	1	2	1	1	1	1	1	10
OG0002204	1	1	1	1	1	2	1	1	1	10
OG0002205	2	2	1	2	2	1	0	0	0	10
OG0002206	1	1	0	0	8	0	0	0	0	10
OG0002207	2	2	0	2	2	2	0	0	0	10
OG0002208	2	2	0	4	1	0	1	0	0	10
OG0002209	2	1	2	2	1	0	0	1	1	10
OG0002210	1	1	1	1	1	2	1	1	1	10
OG0002211	1	1	1	2	1	1	1	1	1	10
OG0002212	1	1	2	3	0	0	0	3	0	10
OG0002213	1	1	1	2	1	1	1	1	1	10
OG0002214	1	1	0	4	2	2	0	0	0	10
OG0002215	2	1	1	5	0	0	0	0	1	10
OG0002216	2	2	0	2	2	0	0	2	0	10
OG0002217	3	3	0	1	1	1	0	0	1	10
OG0002218	1	1	2	1	1	1	1	1	1	10
OG0002219	1	1	1	1	0	3	1	1	1	10
OG0002220	1	1	1	1	1	1	2	1	1	10
OG0002221	1	1	1	2	1	1	1	1	1	10
OG0002222	1	1	2	1	1	1	1	1	1	10
OG0002223	1	1	1	2	1	1	1	1	1	10
OG0002224	1	1	2	1	1	1	1	1	1	10
OG0002225	1	1	1	2	1	1	1	1	1	10
OG0002226	1	1	1	2	1	1	1	1	1	10
OG0002227	1	1	1	2	1	1	1	1	1	10
OG0002228	1	1	1	1	1	2	1	1	1	10
OG0002229	1	1	1	1	1	2	1	1	1	10
OG0002230	1	1	1	2	2	1	1	1	0	10
OG0002231	1	1	1	1	1	4	0	1	0	10
OG0002232	1	1	1	2	1	1	1	1	1	10
OG0002233	1	1	1	2	1	2	1	0	1	10
OG0002234	1	1	1	2	1	1	1	1	1	10
OG0002235	1	1	1	1	1	1	2	1	1	10
OG0002236	1	1	1	2	2	2	0	1	0	10
OG0002237	1	1	2	1	1	1	1	1	1	10
OG0002238	1	1	2	1	1	1	1	1	1	10
OG0002239	1	1	1	2	1	1	1	1	1	10
OG0002240	1	1	1	3	1	1	1	0	1	10
OG0002241	1	1	1	1	1	2	1	1	1	10
OG0002242	1	1	1	1	1	1	2	1	1	10
OG0002243	1	1	1	2	1	1	1	1	1	10
OG0002244	1	1	1	2	1	1	1	1	1	10
OG0002245	1	1	1	1	1	1	2	1	1	10
OG0002246	1	1	1	2	1	1	1	1	1	10
OG0002247	1	1	1	1	1	2	1	1	1	10
OG0002248	1	1	1	2	1	1	1	1	1	10
OG0002249	1	1	2	1	1	1	1	1	1	10
OG0002250	1	1	1	2	1	1	1	1	1	10
OG0002251	1	1	0	3	1	1	1	1	1	10
OG0002252	1	1	1	2	2	1	0	1	1	10
OG0002253	1	1	1	1	1	2	1	1	1	10
OG0002254	1	1	1	1	1	1	1	1	2	10
OG0002255	1	1	1	1	1	1	1	2	1	10
OG0002256	1	1	1	4	1	1	0	0	1	10
OG0002257	1	1	1	2	1	1	1	1	1	10
OG0002258	1	1	1	2	1	1	1	1	1	10
OG0002259	1	1	0	6	1	1	0	0	0	10
OG0002260	1	1	2	1	1	1	1	1	1	10
OG0002261	1	1	1	2	1	1	1	1	1	10
OG0002262	1	1	1	2	1	1	1	1	1	10
OG0002263	1	1	1	2	1	1	1	1	1	10
OG0002264	1	1	2	1	1	1	1	1	1	10
OG0002265	1	1	1	1	1	1	0	1	3	10
OG0002266	1	1	2	1	1	1	1	1	1	10
OG0002267	1	1	1	1	1	2	1	1	1	10
OG0002268	1	1	1	2	1	1	1	1	1	10
OG0002269	1	1	1	2	1	1	1	1	1	10
OG0002270	1	1	1	2	1	1	1	1	1	10
OG0002271	1	1	1	2	1	2	0	1	1	10
OG0002272	1	1	1	1	1	1	2	1	1	10
OG0002273	1	1	1	2	1	1	1	1	1	10
OG0002274	1	1	2	1	1	1	1	1	1	10
OG0002275	1	1	1	1	1	1	2	1	1	10
OG0002276	1	1	0	4	1	2	1	0	0	10
OG0002277	1	1	0	2	1	1	3	0	1	10
OG0002278	1	1	0	3	2	1	0	1	1	10
OG0002279	1	1	2	1	1	3	1	0	0	10
OG0002280	1	1	1	1	2	1	1	1	1	10
OG0002281	1	1	1	2	1	1	1	1	1	10
OG0002282	1	1	1	2	1	1	1	1	1	10
OG0002283	2	2	0	2	1	1	1	0	1	10
OG0002284	1	1	2	5	0	0	0	1	0	10
OG0002285	1	1	1	2	1	1	1	1	1	10
OG0002286	1	1	1	2	1	1	1	1	1	10
OG0002287	1	1	2	1	1	1	1	1	1	10
OG0002288	1	1	1	2	1	1	1	1	1	10
OG0002289	1	1	1	2	1	1	1	1	1	10
OG0002290	1	1	1	1	1	2	1	1	1	10
OG0002291	1	1	1	1	1	1	1	2	1	10
OG0002292	1	1	1	1	1	2	1	1	1	10
OG0002293	1	1	1	2	1	1	1	1	1	10
OG0002294	1	1	1	1	1	1	1	1	2	10
OG0002295	1	1	1	1	1	1	2	1	1	10
OG0002296	1	1	2	2	1	1	1	0	1	10
OG0002297	1	1	1	1	1	1	2	1	1	10
OG0002298	1	1	1	1	1	2	1	1	1	10
OG0002299	1	1	1	2	1	1	1	1	1	10
OG0002300	1	1	0	3	1	1	1	1	1	10
OG0002301	1	1	1	1	2	1	1	1	1	10
OG0002302	1	1	0	1	1	2	2	1	1	10
OG0002303	1	1	1	2	1	1	1	1	1	10
OG0002304	2	2	1	1	1	1	1	1	0	10
OG0002305	1	1	1	2	1	1	1	1	1	10
OG0002306	1	1	2	1	1	1	1	1	1	10
OG0002307	1	1	1	2	1	1	1	1	1	10
OG0002308	1	1	1	3	2	1	0	1	0	10
OG0002309	1	1	1	2	1	1	1	1	1	10
OG0002310	1	1	2	1	1	1	1	1	1	10
OG0002311	1	1	1	2	1	1	1	1	1	10
OG0002312	1	1	1	2	1	1	1	1	1	10
OG0002313	1	1	1	2	1	1	1	1	1	10
OG0002314	1	1	1	2	1	1	1	1	1	10
OG0002315	1	1	1	2	1	1	1	1	1	10
OG0002316	1	1	1	2	1	1	1	1	1	10
OG0002317	1	1	1	2	1	1	1	1	1	10
OG0002318	1	1	1	2	1	1	1	1	1	10
OG0002319	1	1	1	2	1	1	1	1	1	10
OG0002320	1	1	2	1	1	1	1	1	1	10
OG0002321	1	1	2	1	1	1	1	1	1	10
OG0002322	2	1	1	1	1	1	1	1	1	10
OG0002323	1	1	1	2	1	1	1	1	1	10
OG0002324	1	1	1	2	1	1	1	1	1	10
OG0002325	2	1	0	3	3	1	0	0	0	10
OG0002326	1	0	0	6	1	1	0	0	1	10
OG0002327	1	1	1	1	1	1	2	1	1	10
OG0002328	1	1	2	1	1	1	1	1	1	10
OG0002329	1	1	1	1	1	2	1	1	1	10
OG0002330	1	1	0	4	1	1	1	0	1	10
OG0002331	1	1	2	1	1	1	0	1	2	10
OG0002332	1	1	0	3	1	3	1	0	0	10
OG0002333	1	1	1	1	1	2	1	1	1	10
OG0002334	1	1	1	1	1	1	1	2	1	10
OG0002335	1	1	2	1	1	1	1	1	1	10
OG0002336	1	1	0	8	0	0	0	0	0	10
OG0002337	1	1	1	2	1	1	1	1	1	10
OG0002338	1	1	0	3	1	3	1	0	0	10
OG0002339	1	1	1	1	1	1	1	1	2	10
OG0002340	1	1	1	1	1	1	2	1	1	10
OG0002341	1	1	1	2	1	1	1	1	1	10
OG0002342	1	1	1	1	1	2	1	1	1	10
OG0002343	1	1	1	1	1	1	2	1	1	10
OG0002344	1	1	1	1	1	1	1	1	2	10
OG0002345	1	1	1	1	1	2	1	1	1	10
OG0002346	1	1	1	1	1	1	2	1	1	10
OG0002347	1	1	1	2	1	1	1	1	1	10
OG0002348	1	1	1	2	1	1	1	1	1	10
OG0002349	1	1	1	2	1	1	1	1	1	10
OG0002350	1	1	1	2	1	1	1	1	1	10
OG0002351	1	1	1	1	1	1	2	1	1	10
OG0002352	1	1	1	1	1	2	1	1	1	10
OG0002353	1	1	1	2	1	1	1	1	1	10
OG0002354	1	1	1	1	1	2	1	1	1	10
OG0002355	1	1	0	4	1	1	1	0	1	10
OG0002356	1	1	1	2	1	1	1	1	1	10
OG0002357	1	1	1	2	1	1	1	1	1	10
OG0002358	1	1	2	1	1	1	1	1	1	10
OG0002359	1	1	1	1	1	1	2	1	1	10
OG0002360	1	1	0	5	1	2	0	0	0	10
OG0002361	1	1	1	1	1	1	1	1	2	10
OG0002362	1	1	1	2	1	1	1	1	1	10
OG0002363	1	1	1	3	1	1	1	0	1	10
OG0002364	1	1	1	1	2	2	0	1	1	10
OG0002365	1	1	1	2	1	1	1	1	1	10
OG0002366	1	1	1	2	1	1	1	1	1	10
OG0002367	1	1	1	2	1	2	1	1	0	10
OG0002368	1	1	3	1	1	1	1	1	0	10
OG0002369	1	1	1	2	1	1	1	1	1	10
OG0002370	1	1	1	2	1	1	1	1	1	10
OG0002371	1	1	2	1	1	1	1	1	1	10
OG0002372	1	1	2	1	1	1	1	1	1	10
OG0002373	1	1	1	1	1	3	0	1	1	10
OG0002374	1	1	1	1	1	2	1	1	1	10
OG0002375	1	1	1	1	1	1	1	2	1	10
OG0002376	2	2	0	4	1	1	0	0	0	10
OG0002377	1	1	1	2	1	1	1	1	1	10
OG0002378	1	1	1	2	1	1	1	1	1	10
OG0002379	1	1	2	1	1	1	1	1	1	10
OG0002380	2	2	0	2	2	2	0	0	0	10
OG0002381	1	1	1	1	1	2	1	1	1	10
OG0002382	1	1	1	1	1	1	1	2	1	10
OG0002383	1	1	1	2	1	1	1	1	1	10
OG0002384	1	1	1	2	1	2	1	0	1	10
OG0002385	1	1	2	1	1	1	1	1	1	10
OG0002386	1	1	0	1	2	2	2	0	1	10
OG0002387	1	1	1	1	1	1	2	1	1	10
OG0002388	1	1	1	2	1	1	1	1	1	10
OG0002389	1	1	1	2	1	1	1	1	1	10
OG0002390	1	1	0	4	2	1	0	1	0	10
OG0002391	1	1	1	2	1	1	1	1	1	10
OG0002392	1	1	1	2	1	1	1	1	1	10
OG0002393	1	1	1	2	1	1	1	1	1	10
OG0002394	1	1	1	1	1	1	1	1	2	10
OG0002395	1	1	1	1	1	2	1	1	1	10
OG0002396	1	1	1	2	1	1	1	1	1	10
OG0002397	1	1	1	3	1	1	1	0	1	10
OG0002398	1	1	1	1	1	1	2	1	1	10
OG0002399	1	1	1	2	1	1	1	1	1	10
OG0002400	1	1	1	2	1	1	1	1	1	10
OG0002401	1	1	1	2	1	1	1	1	1	10
OG0002402	1	1	1	1	1	2	1	1	1	10
OG0002403	1	1	1	1	1	2	1	1	1	10
OG0002404	1	1	1	2	1	1	1	1	1	10
OG0002405	1	1	0	4	1	3	0	0	0	10
OG0002406	1	1	1	3	1	1	0	1	1	10
OG0002407	1	1	1	1	1	2	1	1	1	10
OG0002408	1	1	2	1	1	1	1	1	1	10
OG0002409	1	1	1	2	1	1	1	1	1	10
OG0002410	1	1	2	2	1	1	0	1	1	10
OG0002411	1	1	2	1	1	1	1	1	1	10
OG0002412	1	1	2	1	1	1	1	1	1	10
OG0002413	1	1	1	2	1	2	1	0	1	10
OG0002414	1	1	1	1	1	2	1	1	1	10
OG0002415	1	1	1	2	1	1	1	1	1	10
OG0002416	1	1	2	1	1	1	1	1	1	10
OG0002417	1	1	2	2	1	1	0	1	1	10
OG0002418	1	1	1	4	1	1	0	0	1	10
OG0002419	1	1	1	2	1	1	1	1	1	10
OG0002420	1	1	1	2	1	1	1	1	1	10
OG0002421	1	1	1	2	1	1	1	1	1	10
OG0002422	1	1	0	8	0	0	0	0	0	10
OG0002423	1	1	1	2	1	1	1	1	1	10
OG0002424	1	1	1	2	1	1	1	1	1	10
OG0002425	1	1	1	2	1	1	1	1	1	10
OG0002426	1	1	2	1	1	1	1	1	1	10
OG0002427	1	1	2	1	1	1	1	1	1	10
OG0002428	1	1	2	1	1	1	1	1	1	10
OG0002429	1	1	1	3	2	1	0	1	0	10
OG0002430	1	1	1	2	1	1	1	1	1	10
OG0002431	1	1	1	2	1	1	1	1	1	10
OG0002432	2	2	1	2	1	1	0	1	0	10
OG0002433	2	2	0	1	3	2	0	0	0	10
OG0002434	1	1	1	1	1	2	1	1	1	10
OG0002435	1	1	1	2	1	1	1	1	1	10
OG0002436	1	1	0	6	1	1	0	0	0	10
OG0002437	1	1	1	2	1	1	1	1	1	10
OG0002438	1	1	1	2	1	1	1	1	1	10
OG0002439	1	1	1	1	1	1	1	1	2	10
OG0002440	1	1	1	1	1	2	1	1	1	10
OG0002441	1	1	1	2	1	1	1	1	1	10
OG0002442	1	1	1	2	1	1	1	1	1	10
OG0002443	2	2	1	2	1	1	1	0	0	10
OG0002444	1	1	1	1	1	1	2	1	1	10
OG0002445	1	1	1	1	1	2	1	1	1	10
OG0002446	1	1	1	1	1	1	2	1	1	10
OG0002447	1	1	1	1	1	2	1	1	1	10
OG0002448	1	1	1	2	1	1	1	1	1	10
OG0002449	1	1	2	1	1	1	1	1	1	10
OG0002450	1	1	1	1	1	1	1	1	2	10
OG0002451	1	1	1	2	1	1	1	1	1	10
OG0002452	1	1	2	1	1	1	1	1	1	10
OG0002453	1	1	1	2	1	1	1	1	1	10
OG0002454	1	1	1	1	1	1	2	1	1	10
OG0002455	1	1	0	5	1	1	0	0	1	10
OG0002456	1	1	1	1	1	2	1	1	1	10
OG0002457	1	1	1	3	2	1	0	1	0	10
OG0002458	1	1	1	2	1	1	1	1	1	10
OG0002459	1	1	1	2	1	1	1	1	1	10
OG0002460	1	1	1	1	1	2	1	1	1	10
OG0002461	1	1	1	1	1	2	1	1	1	10
OG0002462	1	1	1	2	1	1	1	1	1	10
OG0002463	1	1	1	2	1	1	1	1	1	10
OG0002464	1	1	1	2	1	1	1	1	1	10
OG0002465	1	1	3	1	1	1	0	1	1	10
